Shipment_ID,Supplier_ID,Transport_Mode,Distance_KM,Weight_Tons,Order_Qty,Urgency
SHP_01391,SUP_003,Road,670,15.7,811,Standard
SHP_01392,SUP_037,Air,4119,10.37,285,Standard
SHP_01393,SUP_004,Road,1988,14.71,761,Critical
SHP_01394,SUP_002,Road,1659,2.13,265,Low
SHP_01395,SUP_041,Road,1690,16.64,751,Critical
SHP_01396,SUP_001,Ocean,603,3.7,416,Critical
SHP_01397,SUP_048,Road,439,10.52,520,Low
SHP_01398,SUP_030,Road,1046,13.61,157,Standard
SHP_01399,SUP_038,Rail,631,10.39,765,Critical
SHP_01400,SUP_003,Rail,1898,13.27,177,Standard
SHP_01401,SUP_027,Road,219,11.49,993,Low
SHP_01402,SUP_044,Road,733,10.63,738,Standard
SHP_01403,SUP_045,Air,7796,19.2,370,Standard
SHP_01404,SUP_011,Rail,1025,11.52,124,Critical
SHP_01405,SUP_041,Rail,493,3.14,482,Low
SHP_01406,SUP_004,Road,1057,11.05,121,Standard
SHP_01407,SUP_034,Ocean,4520,13.39,661,Low
SHP_01408,SUP_036,Ocean,3924,2.13,365,Critical
SHP_01409,SUP_031,Rail,664,4.8,976,Low
SHP_01410,SUP_048,Ocean,1540,17.61,681,Standard
SHP_01411,SUP_021,Road,1180,15.74,597,Critical
SHP_01412,SUP_017,Air,7351,16.25,806,Standard
SHP_01413,SUP_026,Road,1857,17.7,186,Critical
SHP_01414,SUP_007,Air,4354,8.59,347,Standard
SHP_01415,SUP_011,Road,919,14.73,822,Low
SHP_01416,SUP_025,Ocean,6264,7.51,136,Low
SHP_01417,SUP_010,Air,7973,5.2,894,Low
SHP_01418,SUP_027,Air,1074,1.45,881,Critical
SHP_01419,SUP_015,Road,750,16.25,453,Low
SHP_01420,SUP_021,Ocean,4533,9.56,858,Low
SHP_01421,SUP_002,Road,360,11.6,476,Critical
SHP_01422,SUP_016,Road,1947,14.44,278,Critical
SHP_01423,SUP_046,Air,4987,18.22,622,Critical
SHP_01424,SUP_037,Air,4931,1.55,257,Critical
SHP_01425,SUP_033,Ocean,5093,2.81,287,Standard
SHP_01426,SUP_014,Ocean,5860,5.52,456,Critical
SHP_01427,SUP_050,Air,5795,5.02,252,Low
SHP_01428,SUP_011,Ocean,4805,17.96,248,Low
SHP_01429,SUP_047,Rail,472,5.14,883,Low
SHP_01430,SUP_035,Ocean,5301,19.67,495,Critical
SHP_01431,SUP_035,Road,1963,15.72,303,Critical
SHP_01432,SUP_004,Road,1891,2.52,151,Standard
SHP_01433,SUP_028,Road,1159,14.82,867,Standard
SHP_01434,SUP_004,Rail,1171,7.57,908,Standard
SHP_01435,SUP_026,Air,3204,15.9,375,Standard
SHP_01436,SUP_027,Air,3412,17.15,598,Low
SHP_01437,SUP_017,Road,520,14.82,594,Standard
SHP_01438,SUP_006,Rail,1459,1.83,486,Critical
SHP_01439,SUP_020,Road,253,13.06,711,Low
SHP_01440,SUP_005,Rail,617,11.37,720,Low
SHP_01441,SUP_037,Ocean,5211,16.31,146,Low
SHP_01442,SUP_004,Air,6631,19.26,102,Standard
SHP_01443,SUP_042,Rail,1074,2.95,549,Low
SHP_01444,SUP_020,Road,1138,18.66,632,Low
SHP_01445,SUP_010,Ocean,3261,10.14,568,Low
SHP_01446,SUP_019,Road,814,3.33,784,Low
SHP_01447,SUP_040,Rail,1129,7.39,737,Low
SHP_01448,SUP_014,Ocean,5242,14.29,668,Critical
SHP_01449,SUP_032,Ocean,5188,1.39,747,Standard
SHP_01450,SUP_022,Rail,709,6.14,275,Low
SHP_01451,SUP_040,Road,897,16.91,654,Standard
SHP_01452,SUP_043,Rail,1837,10.9,638,Low
SHP_01453,SUP_039,Ocean,6708,8.15,686,Critical
SHP_01454,SUP_046,Rail,1300,16.93,352,Low
SHP_01455,SUP_001,Air,2671,18.53,894,Critical
SHP_01456,SUP_021,Ocean,6019,7.15,483,Standard
SHP_01457,SUP_008,Rail,1511,12.42,903,Critical
SHP_01458,SUP_004,Rail,1994,17.32,875,Critical
SHP_01459,SUP_026,Road,1478,9.26,283,Standard
SHP_01460,SUP_024,Rail,993,6.18,894,Low
SHP_01461,SUP_039,Road,1196,5.72,962,Critical
SHP_01462,SUP_007,Rail,794,3.79,159,Standard
SHP_01463,SUP_045,Air,851,7.54,612,Critical
SHP_01464,SUP_039,Rail,1632,18.28,486,Standard
SHP_01465,SUP_042,Ocean,4869,19.72,678,Standard
SHP_01466,SUP_022,Air,2169,4.65,320,Standard
SHP_01467,SUP_018,Ocean,2058,11.8,507,Standard
SHP_01468,SUP_019,Road,1841,15.54,576,Critical
SHP_01469,SUP_004,Ocean,2576,12.31,933,Standard
SHP_01470,SUP_027,Rail,317,15.13,249,Critical
SHP_01471,SUP_016,Rail,245,12.83,876,Critical
SHP_01472,SUP_024,Rail,619,13.85,792,Standard
SHP_01473,SUP_026,Ocean,7404,15.21,448,Critical
SHP_01474,SUP_005,Road,1038,5.81,494,Standard
SHP_01475,SUP_028,Road,457,1.64,670,Low
SHP_01476,SUP_024,Rail,1953,12.8,491,Low
SHP_01477,SUP_020,Ocean,3318,9.92,416,Standard
SHP_01478,SUP_038,Rail,525,7.41,121,Low
SHP_01479,SUP_028,Rail,297,16.84,359,Standard
SHP_01480,SUP_037,Road,1282,10.43,963,Critical
SHP_01481,SUP_017,Ocean,7384,16.59,579,Low
SHP_01482,SUP_010,Air,804,15.97,972,Low
SHP_01483,SUP_037,Road,1560,16.99,294,Critical
SHP_01484,SUP_027,Air,6971,18.97,269,Standard
SHP_01485,SUP_011,Road,183,3.15,141,Standard
SHP_01486,SUP_035,Road,1273,7.45,198,Low
SHP_01487,SUP_041,Road,1984,18.66,813,Critical
SHP_01488,SUP_050,Rail,1158,16.55,535,Standard
SHP_01489,SUP_019,Road,854,6.56,735,Standard
SHP_01490,SUP_050,Road,1355,7.63,417,Critical
SHP_01491,SUP_033,Road,601,13.71,477,Low
SHP_01492,SUP_038,Road,1857,6.97,407,Low
SHP_01493,SUP_035,Road,400,19.49,173,Standard
SHP_01494,SUP_032,Air,1547,6.35,894,Low
SHP_01495,SUP_050,Rail,862,11.9,774,Low
SHP_01496,SUP_050,Rail,1787,8.26,784,Low
SHP_01497,SUP_042,Rail,1564,18.84,198,Standard
SHP_01498,SUP_041,Road,973,9.98,104,Low
SHP_01499,SUP_012,Road,730,6.03,795,Low
SHP_01500,SUP_003,Ocean,1287,11.73,555,Critical
SHP_01501,SUP_044,Road,1071,16.73,428,Low
SHP_01502,SUP_042,Road,294,8.13,595,Critical
SHP_01503,SUP_009,Air,6885,4.54,842,Standard
SHP_01504,SUP_033,Road,1588,2.47,381,Standard
SHP_01505,SUP_034,Road,795,7.96,522,Low
SHP_01506,SUP_004,Road,223,17.23,881,Standard
SHP_01507,SUP_017,Rail,998,6.12,300,Critical
SHP_01508,SUP_006,Road,1273,17.02,991,Standard
SHP_01509,SUP_032,Rail,1157,9.35,598,Critical
SHP_01510,SUP_045,Rail,1153,19,735,Critical
SHP_01511,SUP_018,Ocean,549,3.82,806,Low
SHP_01512,SUP_030,Rail,1951,18.6,208,Critical
SHP_01513,SUP_028,Ocean,3123,16.23,928,Low
SHP_01514,SUP_028,Air,807,17.84,404,Low
SHP_01515,SUP_050,Road,905,13.44,343,Low
SHP_01516,SUP_049,Air,5552,16.71,701,Standard
SHP_01517,SUP_016,Rail,740,14.82,523,Standard
SHP_01518,SUP_043,Ocean,3452,14.85,165,Low
SHP_01519,SUP_009,Road,615,5.94,357,Low
SHP_01520,SUP_048,Ocean,1016,3.28,646,Standard
SHP_01521,SUP_014,Air,1564,14.66,211,Low
SHP_01522,SUP_007,Ocean,5755,12.04,878,Low
SHP_01523,SUP_012,Road,769,19.75,941,Standard
SHP_01524,SUP_043,Air,6872,6.66,529,Low
SHP_01525,SUP_020,Road,1690,14.27,757,Standard
SHP_01526,SUP_042,Road,1844,10.42,362,Critical
SHP_01527,SUP_033,Road,1882,17.58,186,Standard
SHP_01528,SUP_021,Road,1902,8.07,351,Critical
SHP_01529,SUP_025,Ocean,3513,18.14,704,Critical
SHP_01530,SUP_050,Road,1136,7.06,680,Low
SHP_01531,SUP_022,Road,1539,10.75,312,Low
SHP_01532,SUP_034,Rail,1529,6.72,775,Low
SHP_01533,SUP_020,Rail,551,6.64,855,Critical
SHP_01534,SUP_003,Road,195,6.5,855,Critical
SHP_01535,SUP_018,Road,736,10.35,720,Standard
SHP_01536,SUP_035,Air,3019,12.77,800,Standard
SHP_01537,SUP_047,Road,1431,2.54,804,Low
SHP_01538,SUP_035,Rail,128,3.29,900,Critical
SHP_01539,SUP_029,Road,1022,8.45,161,Low
SHP_01540,SUP_023,Road,1688,3,848,Low
SHP_01541,SUP_045,Rail,1876,3.07,798,Standard
SHP_01542,SUP_019,Air,4034,5.66,926,Standard
SHP_01543,SUP_027,Rail,200,4.66,221,Standard
SHP_01544,SUP_015,Road,813,1.01,551,Standard
SHP_01545,SUP_037,Ocean,2816,13.83,774,Standard
SHP_01546,SUP_040,Road,1725,5.98,354,Critical
SHP_01547,SUP_027,Ocean,3600,14.21,658,Low
SHP_01548,SUP_010,Rail,1956,17.1,269,Critical
SHP_01549,SUP_043,Air,5839,11.8,197,Low
SHP_01550,SUP_038,Rail,1895,17.19,693,Critical
SHP_01551,SUP_045,Ocean,4750,14.3,738,Critical
SHP_01552,SUP_029,Rail,1859,16.93,604,Critical
SHP_01553,SUP_027,Ocean,4261,17.84,208,Critical
SHP_01554,SUP_043,Ocean,4377,12.08,888,Critical
SHP_01555,SUP_028,Road,365,3.3,120,Standard
SHP_01556,SUP_048,Road,165,12.62,778,Standard
SHP_01557,SUP_021,Rail,1679,2.08,656,Standard
SHP_01558,SUP_010,Road,893,2.79,430,Critical
SHP_01559,SUP_001,Ocean,3339,15.23,251,Critical
SHP_01560,SUP_023,Ocean,989,14.74,590,Standard
SHP_01561,SUP_045,Road,744,12.56,244,Standard
SHP_01562,SUP_025,Road,1429,14.39,704,Critical
SHP_01563,SUP_009,Rail,1244,16.53,527,Low
SHP_01564,SUP_025,Road,1751,8.89,820,Low
SHP_01565,SUP_004,Ocean,810,5.87,902,Standard
SHP_01566,SUP_001,Road,1133,8.31,111,Critical
SHP_01567,SUP_037,Rail,1981,12.88,851,Critical
SHP_01568,SUP_002,Air,6381,8.33,797,Critical
SHP_01569,SUP_040,Rail,230,6.19,656,Low
SHP_01570,SUP_050,Road,1233,13.7,999,Critical
SHP_01571,SUP_047,Rail,1501,3.09,963,Standard
SHP_01572,SUP_045,Road,1237,12.36,994,Critical
SHP_01573,SUP_039,Rail,610,16.69,338,Low
SHP_01574,SUP_047,Ocean,579,15.31,334,Standard
SHP_01575,SUP_011,Road,1458,11.88,437,Low
SHP_01576,SUP_036,Air,4961,16.16,622,Standard
SHP_01577,SUP_044,Air,6068,9.95,305,Critical
SHP_01578,SUP_027,Rail,1298,15.8,841,Critical
SHP_01579,SUP_020,Rail,1463,7.02,638,Critical
SHP_01580,SUP_002,Road,1335,18.58,969,Standard
SHP_01581,SUP_018,Road,707,2.16,540,Standard
SHP_01582,SUP_015,Road,1133,3.51,417,Low
SHP_01583,SUP_027,Rail,1054,5.69,883,Standard
SHP_01584,SUP_022,Road,1971,13.23,428,Low
SHP_01585,SUP_034,Ocean,3026,9.81,447,Standard
SHP_01586,SUP_040,Air,1043,1.98,292,Critical
SHP_01587,SUP_041,Rail,338,3.97,213,Standard
SHP_01588,SUP_005,Road,1174,2.3,255,Standard
SHP_01589,SUP_030,Road,811,9.98,960,Standard
SHP_01590,SUP_022,Rail,1759,7.97,821,Critical
SHP_01591,SUP_010,Rail,773,17.44,478,Standard
SHP_01592,SUP_013,Ocean,1669,1.94,287,Standard
SHP_01593,SUP_011,Air,1580,8.96,759,Standard
SHP_01594,SUP_030,Air,5925,3.94,973,Low
SHP_01595,SUP_001,Rail,824,13.78,152,Low
SHP_01596,SUP_047,Rail,1841,6.58,300,Standard
SHP_01597,SUP_013,Road,599,11.47,900,Critical
SHP_01598,SUP_035,Air,7663,15.52,798,Critical
SHP_01599,SUP_025,Air,3814,8.38,460,Low
SHP_01600,SUP_006,Ocean,5691,19.78,216,Standard
SHP_01601,SUP_006,Road,1814,12.77,405,Critical
SHP_01602,SUP_039,Road,143,14.25,596,Low
SHP_01603,SUP_028,Road,1101,8.96,150,Low
SHP_01604,SUP_006,Road,1900,4.76,213,Critical
SHP_01605,SUP_017,Air,1840,12.89,131,Low
SHP_01606,SUP_039,Road,278,14.77,961,Low
SHP_01607,SUP_041,Air,2822,12.77,402,Low
SHP_01608,SUP_003,Ocean,4357,10.58,297,Low
SHP_01609,SUP_028,Road,390,6.32,710,Low
SHP_01610,SUP_033,Road,1922,17.5,292,Standard
SHP_01611,SUP_020,Ocean,969,19.48,438,Standard
SHP_01612,SUP_039,Rail,787,18.58,845,Low
SHP_01613,SUP_015,Road,1278,13.35,815,Standard
SHP_01614,SUP_041,Road,522,14.41,910,Critical
SHP_01615,SUP_022,Road,527,2.19,903,Standard
SHP_01616,SUP_024,Rail,117,3.53,191,Low
SHP_01617,SUP_029,Ocean,1143,4.74,987,Standard
SHP_01618,SUP_026,Rail,1108,17.09,111,Critical
SHP_01619,SUP_037,Rail,702,15.68,601,Standard
SHP_01620,SUP_028,Rail,644,5.45,837,Low
SHP_01621,SUP_008,Road,1522,2.97,344,Low
SHP_01622,SUP_015,Air,2584,9.14,521,Low
SHP_01623,SUP_050,Rail,1438,4.46,912,Low
SHP_01624,SUP_039,Ocean,2541,13.74,711,Standard
SHP_01625,SUP_002,Road,1510,8.16,688,Critical
SHP_01626,SUP_018,Rail,674,12.79,957,Low
SHP_01627,SUP_011,Road,1460,7.11,730,Standard
SHP_01628,SUP_039,Road,310,19.74,141,Standard
SHP_01629,SUP_020,Air,6239,2.65,415,Standard
SHP_01630,SUP_008,Road,885,1.41,998,Critical
SHP_01631,SUP_013,Rail,1835,13.39,870,Low
SHP_01632,SUP_033,Road,833,9.25,305,Low
SHP_01633,SUP_010,Rail,1808,12.71,187,Critical
SHP_01634,SUP_013,Rail,832,15.94,455,Standard
SHP_01635,SUP_008,Ocean,5655,6.84,731,Low
SHP_01636,SUP_005,Road,694,8.7,481,Low
SHP_01637,SUP_022,Road,1005,17,482,Critical
SHP_01638,SUP_016,Road,1379,8.7,310,Standard
SHP_01639,SUP_031,Ocean,5594,4.44,542,Low
SHP_01640,SUP_023,Ocean,1711,11,378,Critical
SHP_01641,SUP_004,Road,697,1.58,562,Standard
SHP_01642,SUP_036,Ocean,1871,18.87,532,Critical
SHP_01643,SUP_029,Road,496,4.5,908,Low
SHP_01644,SUP_049,Rail,1740,8.64,205,Standard
SHP_01645,SUP_027,Air,4023,18.88,134,Critical
SHP_01646,SUP_013,Rail,961,11.03,761,Low
SHP_01647,SUP_043,Air,7071,6.39,156,Standard
SHP_01648,SUP_035,Ocean,1038,1.22,124,Standard
SHP_01649,SUP_034,Rail,1728,5.74,632,Low
SHP_01650,SUP_040,Rail,1335,16.41,885,Critical
SHP_01651,SUP_038,Air,5291,11.72,691,Low
SHP_01652,SUP_002,Road,616,11.91,636,Standard
SHP_01653,SUP_042,Road,1416,17.87,377,Standard
SHP_01654,SUP_008,Road,1576,12.09,988,Low
SHP_01655,SUP_009,Air,2822,7.29,348,Standard
SHP_01656,SUP_014,Ocean,1061,2.11,907,Critical
SHP_01657,SUP_002,Rail,1480,11.4,897,Low
SHP_01658,SUP_030,Road,128,10.97,285,Low
SHP_01659,SUP_045,Road,175,4.86,121,Low
SHP_01660,SUP_037,Road,454,11,479,Low
SHP_01661,SUP_025,Rail,327,11.1,783,Standard
SHP_01662,SUP_029,Road,605,5.89,363,Standard
SHP_01663,SUP_013,Ocean,6147,15.61,235,Standard
SHP_01664,SUP_013,Road,283,16.46,328,Standard
SHP_01665,SUP_011,Ocean,7890,2.51,523,Low
SHP_01666,SUP_047,Ocean,3961,14.82,152,Critical
SHP_01667,SUP_047,Road,1746,17.97,355,Low
SHP_01668,SUP_040,Ocean,7647,9.18,601,Low
SHP_01669,SUP_010,Air,2625,11.48,224,Low
SHP_01670,SUP_049,Ocean,3826,8.76,754,Low
SHP_01671,SUP_037,Road,302,4.31,169,Low
SHP_01672,SUP_024,Ocean,6431,5.51,987,Standard
SHP_01673,SUP_008,Ocean,6388,7.43,573,Low
SHP_01674,SUP_027,Ocean,3533,5.8,669,Low
SHP_01675,SUP_010,Rail,1643,11.07,435,Critical
SHP_01676,SUP_030,Road,250,4.51,700,Low
SHP_01677,SUP_026,Air,2003,3.92,708,Standard
SHP_01678,SUP_022,Road,1704,18.95,250,Standard
SHP_01679,SUP_018,Road,1956,2.73,821,Standard
SHP_01680,SUP_003,Rail,410,11.98,179,Low
SHP_01681,SUP_033,Road,1639,12.72,278,Low
SHP_01682,SUP_036,Ocean,2952,9.62,812,Critical
SHP_01683,SUP_016,Rail,1034,9.76,603,Low
SHP_01684,SUP_026,Ocean,7776,5.51,864,Critical
SHP_01685,SUP_049,Air,4717,13.88,966,Standard
SHP_01686,SUP_018,Ocean,4213,1.13,764,Standard
SHP_01687,SUP_036,Ocean,4252,15.61,390,Standard
SHP_01688,SUP_035,Road,1468,10.27,555,Critical
SHP_01689,SUP_001,Rail,850,6.99,290,Standard
SHP_01690,SUP_038,Rail,1775,5.21,832,Low
SHP_01691,SUP_022,Road,1301,12.33,117,Low
SHP_01692,SUP_024,Road,1428,1.78,884,Standard
SHP_01693,SUP_013,Road,1827,7.19,759,Critical
SHP_01694,SUP_020,Air,2875,2.81,267,Standard
SHP_01695,SUP_025,Road,1996,3.42,313,Low
SHP_01696,SUP_004,Air,7881,14.32,409,Standard
SHP_01697,SUP_008,Air,6866,3.22,490,Standard
SHP_01698,SUP_047,Air,6257,10.06,106,Critical
SHP_01699,SUP_050,Ocean,2018,12.75,511,Low
SHP_01700,SUP_045,Road,1257,15.28,359,Standard
SHP_01701,SUP_019,Ocean,6936,4.14,260,Critical
SHP_01702,SUP_018,Road,1477,9.32,962,Critical
SHP_01703,SUP_036,Road,1953,9.89,714,Low
SHP_01704,SUP_027,Road,1107,12.77,725,Standard
SHP_01705,SUP_018,Road,1520,15.68,770,Critical
SHP_01706,SUP_005,Air,1231,10.96,339,Standard
SHP_01707,SUP_042,Rail,1434,8.15,383,Critical
SHP_01708,SUP_045,Road,1093,12.31,491,Low
SHP_01709,SUP_044,Rail,1202,10.68,623,Critical
SHP_01710,SUP_044,Rail,914,2.66,811,Standard
SHP_01711,SUP_036,Road,891,8.29,221,Critical
SHP_01712,SUP_035,Air,4235,2.24,898,Critical
SHP_01713,SUP_014,Rail,1512,1.71,342,Standard
SHP_01714,SUP_007,Road,1863,11.67,544,Critical
SHP_01715,SUP_014,Air,3904,10.77,803,Standard
SHP_01716,SUP_035,Ocean,1712,8.38,966,Low
SHP_01717,SUP_034,Air,4733,16.16,938,Low
SHP_01718,SUP_027,Rail,1785,12.02,617,Standard
SHP_01719,SUP_043,Ocean,3669,4.96,941,Critical
SHP_01720,SUP_046,Road,565,14.87,521,Critical
SHP_01721,SUP_007,Air,3025,7.09,109,Low
SHP_01722,SUP_003,Air,2094,9.24,801,Standard
SHP_01723,SUP_016,Road,604,7.54,527,Standard
SHP_01724,SUP_035,Air,7665,16.39,425,Low
SHP_01725,SUP_007,Rail,1190,1.24,494,Standard
SHP_01726,SUP_011,Air,7023,18.66,750,Critical
SHP_01727,SUP_034,Road,1809,11.67,973,Low
SHP_01728,SUP_022,Ocean,1946,7.75,435,Standard
SHP_01729,SUP_024,Ocean,7791,2.72,206,Low
SHP_01730,SUP_022,Rail,840,12.93,660,Critical
SHP_01731,SUP_044,Road,297,18.74,303,Low
SHP_01732,SUP_037,Rail,1858,14.8,248,Critical
SHP_01733,SUP_007,Road,186,17.09,228,Low
SHP_01734,SUP_023,Road,627,12.76,838,Low
SHP_01735,SUP_044,Air,7667,19.9,684,Low
SHP_01736,SUP_016,Ocean,7338,7.37,963,Critical
SHP_01737,SUP_033,Road,1748,13.28,435,Low
SHP_01738,SUP_001,Road,770,10.45,928,Critical
SHP_01739,SUP_032,Road,184,12.83,544,Low
SHP_01740,SUP_009,Road,1889,15.23,350,Low
SHP_01741,SUP_006,Ocean,5388,14.79,516,Standard
SHP_01742,SUP_047,Rail,1041,7.35,574,Critical
SHP_01743,SUP_013,Rail,1781,6.18,562,Critical
SHP_01744,SUP_038,Air,5842,16.22,146,Standard
SHP_01745,SUP_023,Road,1449,10.1,646,Low
SHP_01746,SUP_032,Road,424,13.54,172,Standard
SHP_01747,SUP_009,Air,4930,12.59,589,Standard
SHP_01748,SUP_035,Road,1627,15.37,985,Low
SHP_01749,SUP_044,Rail,684,8.43,998,Standard
SHP_01750,SUP_015,Air,6941,3.2,176,Low
SHP_01751,SUP_027,Road,1183,3.2,926,Critical
SHP_01752,SUP_039,Road,1821,3.39,351,Standard
SHP_01753,SUP_013,Air,3791,1.91,531,Standard
SHP_01754,SUP_038,Road,1663,19.35,273,Critical
SHP_01755,SUP_016,Ocean,3895,1.94,720,Standard
SHP_01756,SUP_012,Ocean,6325,7.98,901,Standard
SHP_01757,SUP_020,Ocean,3498,17.44,181,Low
SHP_01758,SUP_013,Road,131,3.27,128,Low
SHP_01759,SUP_045,Air,7144,14.89,329,Standard
SHP_01760,SUP_002,Road,1727,7.08,732,Low
SHP_01761,SUP_034,Road,1692,1.17,248,Standard
SHP_01762,SUP_029,Ocean,3184,19.48,660,Low
SHP_01763,SUP_029,Air,4061,14.81,236,Standard
SHP_01764,SUP_008,Road,1517,14.88,757,Critical
SHP_01765,SUP_018,Road,132,10.62,721,Critical
SHP_01766,SUP_041,Road,1040,18.35,459,Critical
SHP_01767,SUP_045,Rail,150,15.65,138,Standard
SHP_01768,SUP_008,Road,1827,9.59,644,Standard
SHP_01769,SUP_007,Road,1037,2.12,548,Low
SHP_01770,SUP_028,Road,1887,18.65,634,Low
SHP_01771,SUP_023,Road,1278,12.56,126,Low
SHP_01772,SUP_006,Rail,1698,12.26,524,Standard
SHP_01773,SUP_047,Ocean,7955,1.83,979,Low
SHP_01774,SUP_033,Ocean,4589,7.56,593,Critical
SHP_01775,SUP_013,Rail,239,17.96,576,Standard
SHP_01776,SUP_014,Road,763,15.38,436,Critical
SHP_01777,SUP_006,Rail,677,1.56,165,Critical
SHP_01778,SUP_040,Road,1775,7.85,722,Standard
SHP_01779,SUP_046,Road,1316,1.18,879,Low
SHP_01780,SUP_009,Ocean,1730,18.95,249,Standard
SHP_01781,SUP_015,Air,6856,2.62,197,Standard
SHP_01782,SUP_046,Ocean,5445,1.2,867,Critical
SHP_01783,SUP_026,Road,862,5.46,792,Critical
SHP_01784,SUP_045,Rail,639,19.05,626,Low
SHP_01785,SUP_016,Rail,429,13.6,859,Standard
SHP_01786,SUP_032,Ocean,4800,1.97,242,Low
SHP_01787,SUP_020,Rail,497,1.01,917,Critical
SHP_01788,SUP_022,Rail,1633,12.58,418,Standard
SHP_01789,SUP_046,Air,6702,13.3,314,Critical
SHP_01790,SUP_023,Road,802,13.47,370,Standard
SHP_01791,SUP_008,Road,1780,5.7,496,Critical
SHP_01792,SUP_012,Rail,143,16.55,270,Standard
SHP_01793,SUP_037,Road,372,5.12,796,Low
SHP_01794,SUP_022,Rail,251,18.2,758,Critical
SHP_01795,SUP_044,Air,6443,17.12,809,Critical
SHP_01796,SUP_010,Air,6092,18.75,415,Low
SHP_01797,SUP_030,Rail,1374,13.43,483,Low
SHP_01798,SUP_027,Air,4586,16.92,561,Low
SHP_01799,SUP_026,Air,6569,2.02,430,Low
SHP_01800,SUP_001,Air,7063,9.52,773,Low
SHP_01801,SUP_025,Ocean,7674,2.68,970,Low
SHP_01802,SUP_040,Rail,1733,13.68,971,Standard
SHP_01803,SUP_040,Road,781,14.15,323,Standard
SHP_01804,SUP_004,Road,271,8.37,590,Critical
SHP_01805,SUP_024,Road,1909,12.39,894,Standard
SHP_01806,SUP_011,Rail,1781,9.44,396,Low
SHP_01807,SUP_035,Rail,1887,13.62,599,Critical
SHP_01808,SUP_044,Road,1957,4.87,781,Critical
SHP_01809,SUP_034,Road,1275,11.46,819,Low
SHP_01810,SUP_036,Air,7057,16.68,396,Low
SHP_01811,SUP_038,Rail,210,6.79,381,Critical
SHP_01812,SUP_029,Rail,1652,14.18,966,Low
SHP_01813,SUP_048,Road,1355,7.31,928,Standard
SHP_01814,SUP_018,Air,1161,14.85,221,Critical
SHP_01815,SUP_034,Air,3068,11.81,157,Low
SHP_01816,SUP_013,Ocean,7340,17.65,912,Low
SHP_01817,SUP_043,Road,1611,8.29,722,Critical
SHP_01818,SUP_027,Rail,1520,8.4,843,Standard
SHP_01819,SUP_033,Rail,1981,13.09,983,Standard
SHP_01820,SUP_045,Road,1213,16.97,829,Low
SHP_01821,SUP_008,Road,1955,7.58,374,Critical
SHP_01822,SUP_005,Air,4493,3.62,836,Critical
SHP_01823,SUP_033,Rail,717,5.24,428,Critical
SHP_01824,SUP_029,Rail,518,19.94,906,Standard
SHP_01825,SUP_030,Rail,855,1.29,311,Low
SHP_01826,SUP_017,Road,1623,3.8,761,Standard
SHP_01827,SUP_029,Air,4052,5.17,157,Low
SHP_01828,SUP_021,Ocean,3661,5.73,191,Standard
SHP_01829,SUP_038,Rail,329,15.23,497,Standard
SHP_01830,SUP_011,Road,1744,6.5,766,Critical
SHP_01831,SUP_031,Ocean,3600,19.82,722,Critical
SHP_01832,SUP_006,Rail,1916,9.12,655,Standard
SHP_01833,SUP_001,Rail,826,2.69,875,Low
SHP_01834,SUP_003,Rail,1219,19.21,149,Critical
SHP_01835,SUP_009,Ocean,6177,13.88,680,Standard
SHP_01836,SUP_032,Rail,1412,19.81,110,Low
SHP_01837,SUP_015,Air,4986,17.89,692,Critical
SHP_01838,SUP_039,Road,1073,2.36,299,Standard
SHP_01839,SUP_044,Ocean,6107,19.64,612,Low
SHP_01840,SUP_047,Road,1504,15.52,566,Low
SHP_01841,SUP_027,Road,794,13.24,850,Critical
SHP_01842,SUP_008,Road,1272,18.98,244,Standard
SHP_01843,SUP_034,Road,1793,16.08,112,Critical
SHP_01844,SUP_009,Rail,338,14.69,804,Low
SHP_01845,SUP_036,Ocean,1602,7.46,937,Low
SHP_01846,SUP_022,Road,841,12.45,573,Low
SHP_01847,SUP_014,Air,4649,4.59,653,Standard
SHP_01848,SUP_009,Road,1191,1.64,596,Low
SHP_01849,SUP_028,Ocean,6568,3.37,400,Critical
SHP_01850,SUP_023,Rail,514,12.98,123,Standard
SHP_01851,SUP_028,Road,1538,2.68,811,Low
SHP_01852,SUP_018,Ocean,7984,5.1,259,Standard
SHP_01853,SUP_006,Ocean,4360,8.97,183,Critical
SHP_01854,SUP_001,Ocean,6668,4.29,940,Standard
SHP_01855,SUP_045,Ocean,3681,3.11,662,Critical
SHP_01856,SUP_030,Road,852,4.47,874,Critical
SHP_01857,SUP_007,Rail,1421,3.18,410,Critical
SHP_01858,SUP_011,Road,131,10.28,363,Standard
SHP_01859,SUP_018,Ocean,6976,11.58,882,Standard
SHP_01860,SUP_006,Rail,1118,3.81,298,Standard
SHP_01861,SUP_008,Rail,1786,12.57,671,Low
SHP_01862,SUP_045,Rail,1871,9.27,208,Standard
SHP_01863,SUP_028,Road,1068,14.06,658,Critical
SHP_01864,SUP_043,Road,687,14.43,858,Standard
SHP_01865,SUP_014,Ocean,1901,10.79,978,Low
SHP_01866,SUP_025,Ocean,6648,16.67,547,Critical
SHP_01867,SUP_025,Air,3168,9.41,931,Critical
SHP_01868,SUP_017,Road,1465,15.65,717,Standard
SHP_01869,SUP_010,Air,2021,2.62,269,Low
SHP_01870,SUP_018,Rail,140,10.78,139,Low
SHP_01871,SUP_020,Ocean,6334,17.21,971,Critical
